CERT,NAME,CITY
15904,FOUR COUNTY BANK,ALLENTOWN
15908,UNION STATE BANK,CLAY CENTER
15912,IVES BANK,DANBURY
15913,FIRST COMMUNITY BANK&TRUST,BEECHER
15928,FARMERS NB OF GRIGGSVILLE,GRIGGSVILLE
15930,MAXWELL STATE BANK,MAXWELL
15932,CITIZENS BANK,OLANTA
15939,PEOPLES STATE BANK,ROCKSPRINGS
15945,FOREST PARK NB&T CO,FOREST PARK
15947,IOWA STATE BANK,CLARKSVILLE
15953,GUARANTY BANK&TRUST CO,BELZONI
15966,FULTON SAVINGS BANK,FULTON
15969,RONDOUT SAVINGS BANK,KINGSTON
15970,ULSTER SAVINGS BANK,KINGSTON
15987,WALDEN SAVINGS BANK,MONTGOMERY
15990,WATERTOWN SAVINGS BANK,WATERTOWN
15995,PCSB BANK,BREWSTER
16026,RIDGEWOOD SAVINGS BANK,RIDGEWOOD
16030,NORTH COUNTRY SAVINGS BANK,CANTON
16032,RHINEBECK BANK,RHINEBECK
16039,SAWYER SAVINGS BANK,SAUGERTIES
16040,GENERATIONS BANK,SENECA FALLS
16068,APPLE BANK,NEW YORK
16075,RAYNE STATE BANK&TRUST CO,RAYNE
16079,YORK STATE BANK,YORK
16094,EXCHANGE STATE BANK,SPRINGVILLE
16101,MILFORD BANK,MILFORD
16103,FARMBANK,GREEN CITY
16110,BUTTE STATE BANK,BUTTE
16111,HIGHLAND BANK,SAINT PAUL
16114,FARMERS STATE BANK&TRUST CO,CHURCH POINT
16116,NEBRASKA BANK,DODGE
16120,RILEY STB OF RILEY KANSAS,RILEY
16125,EASTERN COLORADO BANK,CHEYENNE WELLS
16126,CITIZENS BANK OF THE MIDWEST,ROLLA
16127,FNB COMMUNITY BANK,MIDWEST CITY
16130,FIRST NATIONAL BANK ALASKA,ANCHORAGE
16151,STATE BANK,SPENCER
16152,PEOPLES BANK,EATONTON
16154,BANK OF ELGIN,ELGIN
16160,WAUKESHA STATE BANK,WAUKESHA
16161,CAMPBELL COUNTY BANK INC,HERREID
16162,FIRST STATE BANK OF PURDY,PURDY
16167,METAMORA STATE BANK,METAMORA
16175,WEST ALABAMA BANK&TRUST,REFORM
16176,JOHNSON CITY BANK,JOHNSON CITY
16177,FIRST STATE BANK,STUART
16185,SAMSON BANKING CO INC,SAMSON
16191,STOCKMAN BANK OF MONTANA,MILES CITY
16198,MASON CITY NATIONAL BANK,MASON CITY
16201,BANK OF WOLCOTT,WOLCOTT
16216,FARMERS&MERCHANTS BANK,STUTTGART
16221,RELIABANK DAKOTA,ESTELLINE
16222,SHERWOOD STATE BANK,SHERWOOD
16228,WHEELER COUNTY STATE BANK,ALAMO
16231,DAKOTA HERITAGE BANK,HUNTER
16243,BANK OF EASTERN OREGON,HEPPNER
16246,COMMERCIAL BANKING CO,VALDOSTA
16247,NEIGHBORS BANK,CLARENCE
16249,DEVON BANK,CHICAGO
16250,MARQUETTE BANK,CHICAGO
16265,PEOPLES BANK,ROCK VALLEY
16275,CITIZENS BANK OF COCHRAN,COCHRAN
16276,BANK OF HILLSBORO NA,HILLSBORO
16281,BANK OF LUMBER CITY,LUMBER CITY
16282,BANK OF BEARDEN,BEARDEN
16283,SOUTH COAST BANK&TRUST,BRUNSWICK
16288,SOUTHERN BANK,SARDIS
16307,MANUFACTURERS BANK&TRUST CO,FOREST CITY
16318,MARSEILLES BANK,MARSEILLES
16330,BATTLE CREEK STATE BANK,BATTLE CREEK
16332,FIRST STATE BANK&TRUST,MONTICELLO
16333,FIRST STATE BANK,LOOMIS
16334,FIRST STATE BANK OF ODEM,ODEM
16339,TRI-COUNTY BANK,STUART
16344,STATE BANK OF PEARL CITY,PEARL CITY
16363,CAPRA BANK,DUBUQUE
16369,CITIZENS BANK,ENTERPRISE
16370,HICKSVILLE BANK,HICKSVILLE
16386,BRANTLEY BANK&TRUST CO,BRANTLEY
16389,BANK OF TRAVELERS REST,TRAVELERS REST
16394,TABLE GROVE STATE BANK,TABLE GROVE
16396,LAFAYETTE STATE BANK,MAYO
16402,BENNINGTON STATE BANK,SALINA
16410,ANDOVER STATE BANK,ANDOVER
16413,BANK OF STRONGHURST,STRONGHURST
16416,FSNB NATIONAL ASSN,LAWTON
16417,CITIZENS BANK&TRUST CO,COVINGTON
16418,BANKSOUTH,GREENSBORO
16436,CENTERA BANK,SUBLETTE
16440,FARMERS&MERCHANTS BANK,SYLVANIA
16448,SECURITY STATE BANK,ALEXANDRIA
16450,BUSEY BANK,CHAMPAIGN
16453,WHITESVILLE STATE BANK,WHITESVILLE
16464,MERCHANTS&PLANTERS BANK,NEWPORT
16470,JEFFERSON BANK,SAN ANTONIO
16473,FIRST BANK,STERLING
16477,STATE BANK OF LAKOTA,LAKOTA
16501,FIRST BANKERS TRUST CO NA,QUINCY
16516,NEBRASKA STATE BANK,LYNCH
16539,METAIRIE BANK&TRUST CO,METAIRIE
16546,JD BANK,JENNINGS
16547,BANK PLUS,ESTHERVILLE
16553,ELKHORN VALLEY BANK&TRUST,NORFOLK
16561,STATE BANK OF EASTON,EASTON
16571,BMO BANK NATIONAL ASSN,CHICAGO
16581,CITIZENS STATE BANK,ANTON
16583,STATE BANK OF BURRTON,BURRTON
16584,CARVER STATE BANK,SAVANNAH
16585,VERMONT STATE BANK,VERMONT
16595,CCB COMMUNITY BANK,ANDALUSIA
16600,FIRST STATE BANK,SOCORRO
16601,BANK NORTHWEST,HAMILTON
16603,PEOPLES BANK,MARION
16604,BANK INDEPENDENT,SHEFFIELD
16609,ROCHELLE STATE BANK,ROCHELLE
16612,FNB PICAYUNE BANK,PICAYUNE
16620,UNION BANK INC,MIDDLEBOURNE
16629,ESB FINANCIAL,EMPORIA
16635,LUMINATE BANK,MINNEAPOLIS
16636,TORRINGTON SAVINGS BANK,TORRINGTON
16643,FIRST STATE BANK,JUNCTION
16652,SOUTHWEST BANK,ODESSA
16656,SECURITY STB OF AITKIN,AITKIN
16659,NORTHEAST BANK,MINNEAPOLIS
16664,PADUCAH BANK&TRUST CO,PADUCAH
16666,ITASCA BANK&TRUST CO,ITASCA
16667,WASHINGTON STATE BANK,WASHINGTON
16689,GIBSLAND BANK&TRUST CO,GIBSLAND
16695,FIRST STATE BANK,STRATFORD
16704,BANKWEST,ROCKFORD
16707,SOUTH CENTRAL STATE BANK,CAMPBELL
16720,WESTERN BANK,ARTESIA
16723,CAROLINA BANK&TRUST CO,LAMAR
16733,NORTH STAR BANK,ROSEVILLE
16744,PEOPLES STATE BANK,CHERRYVALE
16752,NATIONAL BANK OF ST ANNE,ST. ANNE
16753,CITIZENS STATE BANK,SOMERVILLE
16757,CAMPBELL&FETTER BANK,KENDALLVILLE
16778,FRANKLIN STATE BANK,FRANKLIN
16780,GREAT OAKS BANK,EASTMAN
16788,UNION STATE BANK,UNIONTOWN
16795,ALL CAPITAL BANK,LOCUST GROVE
16810,FARMERS&MERCHANTS BANK,MILFORD
16817,CITIZENS BANK,KILGORE
16820,BANK OF GLEN BURNIE,GLEN BURNIE
16825,SUNMARK COMMUNITY BANK,PERRY
16835,PROSPERITY BANK,EL CAMPO
16840,RIVER FALLS STATE BANK,RIVER FALLS
16849,FIRST ARKANSAS BANK&TRUST,JACKSONVILLE
16852,CITIZENS DEP BK ARLINGTON,ARLINGTON
16854,COMMUNITY 1ST BANK LAS VEGAS,LAS VEGAS
16858,FIRST AMERICAN BANK&TRUST CO,ATHENS
16863,CITIZENS INDEPENDENT BANK,SAINT LOUIS PARK
16866,WEST TEXAS STATE BANK,SNYDER
16868,CORN GROWERS STATE BANK,MURDOCK
16889,UNITED COMMUNITY BANK,GREENVILLE
16891,PILGRIM BANK,PITTSBURG
16895,FIRST STATE BANK OF BEDIAS,BEDIAS
16897,F&M BANK,WASHINGTON
16900,PRINCEVILLE STATE BANK,PRINCEVILLE
16906,STATE BANK OF TAUNTON,TAUNTON
16908,SPIRO STATE BANK,SPIRO
16910,22ND STATE BANK,LOUISVILLE
16916,F&M BANK&TRUST CO,MANCHESTER
16934,CITIZENS STATE BANK,GANADO
16941,FARMERS STATE BANK,WATHENA
16953,BANK OF CLARKS,CLARKS
16958,MINNWEST BANK,REDWOOD FALLS
16959,BANK OF BILLINGS,BILLINGS
16968,PEOPLES BANK,IVA
16970,PEOPLES BANK OF KENTUCKY INC,FLEMINGSBURG
16971,SOLUTIONS NORTH BANK,STOCKTON
16976,COMMUNITY STB OF ORBISONIA,ORBISONIA
16980,BANK OF COLORADO,FORT COLLINS
16982,BANK OF PONTIAC,PONTIAC
17001,FIRST SECURITY BANK&TRUST CO,OKLAHOMA CITY
17009,CENTRAL BANK OF KANSAS CITY,KANSAS CITY
17011,FNB SOUTH,ALMA
17040,WILSON&MUIR BANK&TRUST CO,BARDSTOWN
17062,STATE BANK OF BELLINGHAM,BELLINGHAM
17068,LABETTE BANK,ALTAMONT
17073,PEOPLES BANK,WILLACOOCHEE
17077,FIRST US BANK,BIRMINGHAM
17094,HOMEBANK TEXAS,SEAGOVILLE
17096,LIBERTY STATE BANK,POWERS LAKE
17108,COMMUNITY B&T WACO TEXAS,WACO
17115,PARTNERS BANK OF NEW ENGLAND,SANFORD
17120,FIRST SECURITY BANK,BATESVILLE
17122,LAKE COUNTRY COMMUNITY BANK,MORRISTOWN
17123,ARTISANS BANK,WILMINGTON
17128,INTERCITY STATE BANK,SCHOFIELD
17138,PEOPLES STATE BANK,BLAIR
17145,HERITAGE BANK,WOOD RIVER
17159,BANK OF UTAH,OGDEN
17160,COTTONWOOD VALLEY BANK,CEDAR POINT
17162,DAIRY STATE BANK,RICE LAKE
17169,STATE BANK&TRUST CO,GOLDEN MEADOW
17174,PEOPLES STB FAIRMOUNT N D,FAIRMOUNT
17180,MEREDITH VILLAGE SB,MEREDITH
17190,BANK OF CAMILLA,CAMILLA
17193,WARRINGTON BANK,PENSACOLA
17205,POTTER STATE BANK OF POTTER,POTTER
17211,CITIZENS BANK,BATESVILLE
17214,CITIZENS STATE BANK,SEALY
17224,FIRST SECURITY T&SB,ELMWOOD PARK
17229,HENDERSON STATE BANK,HENDERSON
17230,ALBANY B&T CO NA,CHICAGO
17232,SIDNEY STATE BANK,SIDNEY
17241,NORTH CENTRAL BANK,HENNEPIN
17259,ST ANSGAR STATE BANK,SAINT ANSGAR
17262,ESSEX SAVINGS BANK,ESSEX
17266,UMPQUA BANK,ROSEBURG
17280,BANK OF TIOGA,TIOGA
17281,CITY NATIONAL BANK,LOS ANGELES
17282,BANKIOWA,CEDAR RAPIDS
17308,CENTRAL PACIFIC BANK,HONOLULU
17317,GOPPERT STATE SERVICE BANK,GARNETT
17320,PEOPLES BANK&TRUST,PANA
17323,FIRST STATE COMMUNITY BANK,FARMINGTON
17327,BANK OF DICKSON,DICKSON
17348,SOUTH STORY BANK&TRUST,SLATER
17350,FIRST STB OF SAN DIEGO,SAN DIEGO
17369,CARSON BANK,MULVANE
17374,MID-AMERICA BANK,BALDWIN CITY
17375,STATE EXCHANGE BANK,MANKATO
17388,M C BANK&TRUST CO,MORGAN CITY
17393,GERMAN AMERICAN BANK,JASPER
17399,IMPACT BANK,WELLINGTON
17403,HAVILAND STATE BANK,HAVILAND
17410,BENDENA STATE BANK,BENDENA
17411,MOUNTAIN VALLEY BANK,WALDEN
17431,STONE BANK,MOUNTAIN VIEW
17437,DACOTAH BANK,ABERDEEN
17438,FIRST NB OF AMERICA,EAST LANSING
17441,DYSART STATE BANK,DYSART
17443,PISCATAQUA SAVINGS BANK,PORTSMOUTH
17445,COMMUNITY BANK,JOSEPH
17446,MAVERICK BANK,FORT DAVIS
17450,DEFIANCE STATE BANK,DEFIANCE
17451,HALSTEAD BANK,HALSTEAD
17453,APPLE RIVER STATE BANK,APPLE RIVER
17470,FIRST BANK CHICAGO,HIGHLAND PARK
17477,UNITED BANK&TRUST,MARYSVILLE
17478,FIRSTIER BANK,KIMBALL
17491,PLAINSCAPITAL BANK,UNIVERSITY PARK
17509,FIRST STB OF THE FL KEYS,KEY WEST
17513,FISHER NATIONAL BANK,FISHER
17514,BANTERRA BANK,MARION
17534,KEYBANK NATIONAL ASSN,CLEVELAND
17543,BANK OF DADE,TRENTON
17551,COMMUNITY STATE BANK,PATON
17563,PALMETTO STATE BANK,HAMPTON
17569,BANK OF DENTON,DENTON
17572,FIRST NB IN TAYLORVILLE,TAYLORVILLE
17580,FNBT BANK,FORT WALTON BEAC
17587,SIMMESPORT STATE BANK,SIMMESPORT
17588,FIRST STATE BANK,LOUISE
17589,CULBERTSON BANK,CULBERTSON
17603,NATIONAL BANK OF ANDREWS,ANDREWS
17607,CITY STATE BANK,FORT SCOTT
17612,CENTRAL BANK,HOUSTON
17614,FARMERS BANK&TRUST,GREAT BEND
17621,BASILE STATE BANK,BASILE
17622,ALDEN STATE BANK,ALDEN
17629,FARMERS STB OF BLUE MOUND,BLUE MOUND
17632,FARMERS STATE BANK,DWIGHT
17636,ASTRA BANK,SCANDIA
17639,RVR BANK,FREMONT
17643,FIRST NATIONAL BANK,ALAMOGORDO
17650,STOCKGROWERS STB ASHLAND KS,ASHLAND
17658,NORWAY SAVINGS BANK,NORWAY
17661,FIRST STATE BANK OF HEALY,HEALY
17671,BANK OF PRAIRIE VILLAGE,PRAIRIE VILLAGE
17672,CITIZENS STATE BANK,MOUNDRIDGE
17676,LEGACY BANK,COLWICH
17685,OUTDOOR BANK,MANHATTAN
17734,DLP BANK,STARKE
17735,CITY NB OF WEST VIRGINIA,CHARLESTON
17736,HOMETOWN SAVINGS BANK,TERRE HAUTE
17739,PLAINS STATE BANK,HUMBLE
17741,MAINE COMMUNITY BANK,PORTLAND
17743,SACO&BIDDEFORD SVG INST,SACO
17749,BATH SAVINGS INSTITUTION,BATH
17751,ANDROSCOGGIN SAVINGS BANK,LEWISTON
17759,BALTIC STATE BANK,BALTIC
17764,CENTREVILLE BANK,WEST WARWICK
17767,GUARANTY BANK&TRUST CO,NEW ROADS
17769,BANK OF HAYS,HAYS
17773,BLUE RIDGE BANK,WALHALLA
17775,FIRST STATE BANK,PAINT ROCK
17782,PIKES PEAK NATIONAL BANK,COLORADO SPRINGS
17797,ROLLSTONE BANK&TRUST,FITCHBURG
17798,BROOKLINE BANK,BROOKLINE
17809,CITIZENS BANK,CORVALLIS
17811,FIRST NB IN PORT LAVACA,PORT LAVACA
17813,BANK OF HAZELTON,HAZELTON
17825,BOELUS STATE BANK,BOELUS
17830,CITIZENS BANK OF CHARLESTON,CHARLESTON
17832,KAW VALLEY STATE B&T CO,WAMEGO
17838,WILMINGTON SVG FUND SOCIETY,WILMINGTON
17841,VERMILION BANK&TRUST CO,KAPLAN
17842,TEXAS BANK&TRUST CO,LONGVIEW
17863,STERLING STATE BANK,AUSTIN
17870,CAMBRIDGE SAVINGS BANK,CAMBRIDGE
17872,FIRST NATIONAL BANK CORTEZ,CORTEZ
17878,BANK OF LOUISIANA,NEW ORLEANS
17881,FREEDOM BANK,ALAMO
17897,KENNEBEC SAVINGS BANK,AUGUSTA
17903,MAQUOKETA STATE BANK,MAQUOKETA
17906,AMERICAN BANK&TRUST CO,OPELOUSAS
17910,MORRIS BANK,DUBLIN
17913,FIRST NB OF FORT STOCKTON,FORT STOCKTON
17922,STRASBURG STATE BANK,STRASBURG
17927,VINTAGE BANK KANSAS,LEON
17933,BLUE RIDGE BANK&TRUST CO,INDEPENDENCE
17937,FRANKLIN BANK&TRUST CO,FRANKLIN
17943,LIBERTY BANK,MIDDLETOWN
17950,FIRST STATE BANK,CLUTE
17951,FRANKLIN SAVINGS BANK,FRANKLIN
17959,DOLORES STATE BANK,DOLORES
17960,MERRIMACK COUNTY SB,CONCORD
17964,STATE BANK OF SOUTHERN UTAH,CEDAR CITY
17975,COMMERCIAL BANK OF OZARK,OZARK
17979,CASTROVILLE STATE BANK,CASTROVILLE
17982,WALTON STATE BANK,WALTON
17985,FIRST HAWAIIAN BANK,HONOLULU
17993,KEYSTONE SAVINGS BANK,MARENGO
17995,BANK OF GREELEY,GREELEY
18012,BANK OF NEW HAMPSHIRE,LACONIA
18013,MASCOMA BANK,LEBANON
18019,PATRIOTS BANK,GARNETT
18028,SUGAR RIVER BANK,NEWPORT
18030,SAVINGS BANK OF WALPOLE,WALPOLE
18031,WOODSVILLE GUARANTY SB,WOODSVILLE
18033,SECURITY BANK OF THE OZARKS,EMINENCE
18038,CLAREMONT SAVINGS BANK,CLAREMONT
18053,BANK OF HAWAII,HONOLULU
18059,BANK OF COMMERCE,AMMON
18063,COREBANK,WAYNOKA
18071,WATKINS SAVINGS BANK,WATKINS
18094,MARQUETTE FARMERS STB MARQUE,MARQUETTE
18100,COREFIRST BANK&TRUST,TOPEKA
18101,FARMERS STB OF BUCKLIN KS,BUCKLIN
18109,TRICENTURY BANK,DE SOTO
18118,BANK OF THE PLAINS,PLAINS
18120,FARMERS STB OF ALICEVILLE KS,WESTPHALIA
18129,BANKNEWPORT,MIDDLETOWN
18136,FIRST NB OF WAUCHULA,WAUCHULA
18143,OCONEE STATE BANK,WATKINSVILLE
18145,STATE BANK OF EAGLE BUTTE,EAGLE BUTTE
18155,BRIDGE CITY STATE BANK,BRIDGE CITY
18164,GARFIELD COUNTY BANK,JORDAN
18165,STOCKGROWERS STATE BANK,MAPLE HILL
18171,BANK OF O FALLON,O'FALLON
18185,COMMUNITY NB&T OF TEXAS,CORSICANA
18190,UNION SAVINGS BANK,DANBURY
18194,GUILFORD SAVINGS BANK,GUILFORD
18198,ION BANK,NAUGATUCK
18199,NEWTOWN SAVINGS BANK,NEWTOWN
18200,DIME BANK,NORWICH
18204,FIRST COUNTY BANK,STAMFORD
18213,FAIRFIELD COUNTY BANK,RIDGEFIELD
18216,TEJAS BANK,MONAHANS
18221,WEBSTER BANK NATIONAL ASSN,STAMFORD
18227,STAFFORD SAVINGS BANK,STAFFORD SPRINGS
18229,NORTHWEST COMMUNITY BANK,WINSTED
18237,JEWETT CITY SAVINGS BANK,JEWETT CITY
18238,CHELSEA GROTON BANK,GROTON
18258,THOMASTON SAVINGS BANK,THOMASTON
18266,NORTHERN BANK&TRUST CO,WOBURN
18272,COMMUNITY STATE BANK,ANKENY
18284,FARMERS SAVINGS BANK,FOSTORIA
18296,HAWAII NATIONAL BANK,HONOLULU
18297,SOUTHSIDE BANK,TYLER
18301,FIRST STATE BANK,SHALLOWATER
18302,POWELL STATE BANK,POWELL
18342,BOSTON TRUST WALDEN CO,BOSTON
18344,UBANK,HUNTINGTON
18355,NORTH DALLAS BANK&TRUST CO,DALLAS
18356,CITIZENS STATE BANK,SHELDON
18361,COULEE BANK,LA CROSSE
18374,SECURITY STATE BANK,SCOTT CITY
18378,SECURITY STB OF WANAMINGO,WANAMINGO
18380,FIRST INDEPENDENT BANK,AURORA
18384,NORTHEAST SECURITY BANK,SUMNER
18385,REGIONAL MISSOURI BANK,MARCELINE
18389,WESTERN COMMERCE BANK,CARLSBAD
18394,FARMERS SAVINGS BANK,MARSHALLTOWN
18400,IOWA TRUST&SAVINGS BANK,EMMETSBURG
18402,BLACKHAWK BANK&TRUST,MILAN
18408,BANGOR SAVINGS BANK,BANGOR
18409,TD BANK NATIONAL ASSN,WILMINGTON
18429,MORTON COMMUNITY BANK,MORTON
18431,FIRST BANK KANSAS,SALINA
18443,CUSB BANK,CRESCO
18448,SECURITY STATE BANK,RADCLIFFE
18454,ZAPATA NATIONAL BANK,ZAPATA
18463,HERITAGE BANK,MARION
18474,FIRST KANSAS BANK,HOISINGTON
18483,ANDES STATE BANK,LAKE ANDES
18489,ADAMS BANK&TRUST,OGALLALA
18503,CATHAY BANK,LOS ANGELES
18508,FIRST SECURITY STATE BANK,EVANSDALE
18514,FIRST NEW MEXICO BANK,DEMING
18518,WESTSIDE STATE BANK,WESTSIDE
18519,FIRST SERVICE BANK,GREENBRIER
18561,SUNRISE BANKS NATIONAL ASSN,SAINT PAUL
18564,FIRST NB OF BROOKFIELD,BROOKFIELD
18566,PEOPLES BK OF KANKAKEE CNTY,BOURBONNAIS
18568,COMMUNITY BANK OF EASTON,EASTON
18569,PEOPLES STATE BANK,WAUSAU
18576,BANK OF TEXAS,MIDLAND
18584,COMMERCIAL BANK,ITHACA
18592,FIRST BANK OF OWASSO,OWASSO
18609,AMERICAN BANK OF COMMERCE,WOLFFORTH
18610,UNION STATE BANK OF EVEREST,EVEREST
18618,SMBC MANUBANK,LOS ANGELES
18620,CITIZENS B&T CO OF JACKSON,JACKSON
18641,FIRST B&T CO OF ILLINOIS,PALATINE
18660,CHARTER BANK,CORPUS CHRISTI
18677,VICTORY BANK,LUBBOCK
18698,TEXAS STATE BANK,SAN ANGELO
18710,NORTH VALLEY BANK,THORNTON
18714,FIRSTBANK,LAKEWOOD
18719,GRAND TIMBER BANK,MCGREGOR
18724,CITIZENS STATE BANK,CARLETON
18734,NEWTEK BANK NATIONAL ASSN,MIAMI
18740,HEARTLAND BANK,GENEVA
18748,BRUNING BANK,BRUNING
18761,FOUNDATION ONE BANK,WATERLOO
18780,SUNDOWN STATE BANK,SUNDOWN
18820,CEDAR RAPIDS STATE BANK,CEDAR RAPIDS
18841,PHELPS COUNTY BANK,ROLLA
18856,OKLAHOMA CAPITAL BANK,TULSA
18858,HOCKING VALLEY BANK,ATHENS
18879,KENNETT TRUST BANK,KENNETT
18880,FIRST NB OF GILLETTE,GILLETTE
18885,NEIGHBORHOOD NATIONAL BANK,MORA
18889,COMMUNITY BANK OF TRENTON,TRENTON
18892,KRESS NATIONAL BANK,KRESS
18895,FIRST NB OF LAKE JACKSON,LAKE JACKSON
18922,TRI CITY NATIONAL BANK,OAK CREEK
18924,OLD GLORY BANK,ELMORE CITY
18930,BANK OF BELLE GLADE,BELLE GLADE
18937,ST MARTIN NATIONAL BANK,SAINT MARTIN
18942,BK SAN JACINTO CNTY COLDSPRI,COLDSPRING
18983,RIVER CITY BANK,SACRAMENTO
19001,FIRST MIDWEST BANK OF DEXTER,DEXTER
19008,PARKWAY BANK&TRUST CO,HARWOOD HEIGHTS
19011,LEGACY BANK,GRUNDY
19024,COMMERCIAL NB OF TEXARKANA,TEXARKANA
19070,FIRST NB OF CLARKSDALE,CLARKSDALE
19080,INWOOD NATIONAL BANK,DALLAS
19087,BANK OF LINDSAY,LINDSAY
19101,HARFORD BANK,ABERDEEN
19105,PEOPLES BANK OF MACON,MACON
19123,FIRST WESTERN BANK&TRUST,MINOT
19143,UNITED COMMUNITY BANK,RACELAND
19163,FIRST STATE BANK,WRENS
19184,HILLTOP NATIONAL BANK,CASPER
19212,FIRST MW BANK OF THE OZARKS,POPLAR BLUFF
19213,SECURITY NB OF OMAHA,OMAHA
19215,BENCHMARK BANK,PLANO
19220,ANB BANK,DENVER
19222,FREMONT BANK,FREMONT
19230,COMMUNITY NB IN MONMOUTH,MONMOUTH
19234,AMERICAN BANK,COVINGTON
19254,HERITAGE BANK NATIONAL ASSN,SPICER
19274,BANNER CAPITAL BANK,HARRISBURG
19278,CARMINE STATE BANK,CARMINE
19285,LOGAN BANK&TRUST CO,LOGAN
19288,FIRSTAR BANK,SALLISAW
19300,AMERICAN NATIONAL BANK,OMAHA
19333,REPUBLIC BANK OF CHICAGO,OAK BROOK
19349,FIRST MISSOURI BANK OF SEMO,KENNETT
19351,BANK OF ESTES PARK,ESTES PARK
19354,HODGE BANK&TRUST CO,HODGE
19358,ROUND TOP STATE BANK,ROUND TOP
19371,RELYANCE BANK,WHITE HALL
19381,PARK STATE BANK&TRUST,WOODLAND PARK
19396,UNISON BANK,JAMESTOWN
19401,CAPITAL BANK,JACINTO CITY
19416,CTBC BANK CORP USA,LOS ANGELES
19420,CITIZENS BANK OF THE SOUTH,SANDERSVILLE
19434,BAC COMMUNITY BANK,STOCKTON
19440,FIRST FINANCIAL BANK,BESSEMER
19448,BNA BANK,NEW ALBANY
19459,UNITED COMMUNITY BANK,CHATHAM
19482,CONSUMERS NATIONAL BANK,MINERVA
19502,FIRST NB OF TENNESSEE,LIVINGSTON
19506,BANK OF SPRINGFIELD,SPRINGFIELD
19512,ROYAL BANKS OF MISSOURI,UNIVERSITY CITY
19525,MT MCKINLEY BANK,FAIRBANKS
19531,MACHIAS SAVINGS BANK,MACHIAS
19532,SKOWHEGAN SAVINGS BANK,SKOWHEGAN
19540,PIONEER BANK,SERGEANT BLUFF
19544,MADISON VALLEY BANK,ENNIS
19559,TEXASBANK,BROWNWOOD
19573,LAKESIDE BANK,CHICAGO
19581,BELL BANK,FARGO
19589,NORTHERN STB OF VIRGINIA,VIRGINIA
19590,ALTAMAHA BANK&TRUST CO,VIDALIA
19595,COMMERCIAL BANK,MASON
19600,ACADEMY BANK NATIONAL ASSN,KANSAS CITY
19603,HOMETOWN BANK NATIONAL ASSN,GALVESTON
19608,PARK BANK,MADISON
19629,INTERNATIONAL BK OF COM,LAREDO
19638,GUARANTY B&T CO OF DELHI LA,DELHI
19644,FIDELITY BANK,WEST MEMPHIS
19674,CITIZENS BANK OF WESTON,WESTON
19679,CITIZENS BANK OF ADA,ADA
19680,SECURITY STATE BANK,MCRAE
19681,COMMUNITY BK OF PARKERSBURG,PARKERSBURG
19687,GARDEN PLAIN STATE BANK,WICHITA
19689,STATE BANK OF WHITTINGTON,BENTON
19690,NORTHEAST BANK,PORTLAND
19700,VALUEBANK TEXAS,CORPUS CHRISTI
19716,FIRST CENTRAL STATE BANK,DEWITT
19720,FARMERS STATE BANK,DUBLIN
19742,FIRST WESTROADS BANK INC,OMAHA
19744,CITIZENS B&T CO OF VIVIAN LA,VIVIAN
19755,SOUTH LAFOURCHE B&T CO,LAROSE
19772,INCREDIBLEBANK,WAUSAU
19788,PEOPLES BANK,LUBBOCK
19795,ABBYBANK,ABBOTSFORD
19796,MIDLAND COMMUNITY BANK,KINCAID
19800,PLAQUEMINE BANK&TRUST CO,PLAQUEMINE
19809,HERSHEY BANK,HERSHEY
19819,SOUTHEAST FIRST NB,SUMMERVILLE
19827,PIONEER TRUST BANK NA,SALEM
19836,FRANKLIN SAVINGS BANK,FARMINGTON
19850,WEST GATE BANK,LINCOLN
19899,KS STATEBANK,MANHATTAN
19904,CENTINEL BANK OF TAOS,TAOS
19977,ISRAEL DISCOUNT BANK OF NY,NEW YORK
19978,PENNSVILLE NATIONAL BANK,PENNSVILLE
20015,BESSEMER TRUST CO,WOODBRIDGE
20026,EASTERN NATIONAL BANK,MIAMI
20093,ALL AMERICA BANK,OKLAHOMA CITY
20099,TEXAS EXCHANGE BANK,CROWLEY
20100,TOWER COMMUNITY BANK,JASPER
20130,BANKFIRST,NORFOLK
20156,KIRKPATRICK BANK,EDMOND
20161,CITIZENS BANK OF LAS CRUCES,LAS CRUCES
20162,ASCENT BANK,HELENA
20164,SUNWEST BANK,SANDY
20179,FIRST INDEPENDENCE BANK,DETROIT
20198,SOUTH GEORGIA BANKING CO,OMEGA
20215,BCBANK INC,PHILIPPI
20231,PINNACLE BANK,FORT WORTH
20234,CITY NB OF FLORIDA,MIAMI
20239,BANK OF CADIZ&TRUST CO,CADIZ
20241,AMERICAN BANK NATIONAL ASSN,CORPUS CHRISTI
20268,SCALE BANK,EDINA
20279,COMMUNITY STATE BANK,POTEAU
20296,JOHNSON BANK,RACINE
20311,AMERICAN BANK,BOZEMAN
20353,GULF COAST BANK,ABBEVILLE
20369,HEARTLAND BANK&TRUST CO,BLOOMINGTON
20387,BANK OF THE ORIENT,SAN FRANCISCO
20429,LIBERTY BANK,GERALDINE
20454,CITIZENS BANK OF EDINBURG,EDINBURG
20468,FIRSTSTATE BANK,LINEVILLE
20479,FIRST SECURITY BK OF ROUNDUP,ROUNDUP
20484,BENCHMARK COMMUNITY BANK,KENBRIDGE
20488,FIVE POINTS BANK,GRAND ISLAND
20504,AMERIS BANK,ATLANTA
20537,AMERICAN BANK&TRUST CO,TULSA
