CERT,NAME,CITY
14,STATE STREET BANK&TRUST CO,BOSTON
35,AUBURNBANK,AUBURN
39,ROBERTSON BANKING CO,DEMOPOLIS
41,PHENIX-GIRARD BANK,PHENIX CITY
49,BANK OF EVERGREEN,EVERGREEN
50,COMMUNITY SPIRIT BANK,RED BAY
51,BANK OF VERNON,VERNON
52,CITIZENS BANK OF WINFIELD,WINFIELD
54,EXCHANGE BANK OF ALABAMA,ALTOONA
58,UNITED BANK,ATMORE
70,PEOPLES EXCHANGE BANK,MONROEVILLE
72,CENTRAL STATE BANK,CALERA
77,BANKSOUTH,DOTHAN
81,WARREN BANK&TRUST CO,WARREN
88,GENERATIONS BANK,ROGERS
89,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE
90,COMMERCIAL BANK&TRUST CO,MONTICELLO
93,RIVERSIDE BANK,SPARKMAN
99,BANK OF DELIGHT,DELIGHT
105,BANK OF CAVE CITY,CAVE CITY
107,MERCHANTS&PLANTERS BANK,CLARENDON
109,HORATIO STATE BANK,HORATIO
110,BANK OZK,LITTLE ROCK
131,SEACOAST NATIONAL BANK,STUART
147,CENTURY BANK&TRUST,MILLEDGEVILLE
148,BANK OF MADISON,MADISON
149,BANK OF HAZLEHURST,HAZLEHURST
155,BANK OF ALAPAHA,ALAPAHA
160,EXCHANGE BANK,MILLEDGEVILLE
169,FIRST NB OF GRIFFIN,GRIFFIN
170,PEOPLES BANK OF GEORGIA,TALBOTTON
172,UNITED BANK,ZEBULON
175,COMMERCIAL BANK,CRAWFORD
178,TALBOT STATE BANK,WOODLAND
183,MERCHANTS&CITIZENS BANK,MCRAE
197,ALLIANCE BANK,FRANCESVILLE
210,TRI-COUNTY BANK&TRUST CO,ROACHDALE
214,WASHINGTON STATE BANK,WASHINGTON
226,GUTHRIE COUNTY STATE BANK,PANORA
228,AMERICAN STATE BANK,SIOUX CENTER
230,COMMUNITY STATE BANK,SPENCER
231,COMMERCIAL SAVINGS BANK,CARROLL
232,SOLON STATE BANK,SOLON
234,POCAHONTAS STATE BANK,POCAHONTAS
235,SECURITY STATE BANK,SUTHERLAND
245,RACCOON VALLEY BANK,PERRY
248,STATE SAVINGS BANK,WEST DES MOINES
251,FIRST SECURITY BANK,MAPLETON
252,PINNACLE BANK,MARSHALLTOWN
253,LUANA SAVINGS BANK,LUANA
254,FIRST WHITNEY BANK&TRUST,ATLANTIC
258,STOCK YARDS BANK&TRUST CO,LOUISVILLE
262,CITIZENS BANK,MOUNT VERNON
267,KENTUCKY FARMERS BANK CORP,CATLETTSBURG
275,MORGANTOWN BANK&TRUST CO INC,MORGANTOWN
281,HYDEN CITIZENS BANK,HYDEN
284,AUBURN BANKING CO,AUBURN
287,COMMUNITY FINL SERVICES BK,BENTON
288,FARMERS&TRADERS BK CAMPTON,CAMPTON
289,BANK OF HINDMAN,HINDMAN
291,JACKSON COUNTY BANK,MC KEE
292,MONTICELLO BANKING CO,MONTICELLO
296,BANK OF EDMONSON COUNTY,BROWNSVILLE
297,LEWISBURG BANKING CO,LEWISBURG
303,UNITED CUMBERLAND BANK,WHITLEY CITY
304,CLINTON BANK,CLINTON
306,BANK OF ZACHARY,ZACHARY
307,LANDMARK BANK,CLINTON
314,MER ROUGE STATE BANK,MER ROUGE
321,HOLMES COUNTY BANK,LEXINGTON
324,CITIZENS BANK,COLUMBIA
327,MERCHANTS&PLANTERS BANK,RAYMOND
340,PEOPLES BANK BILOXI MS,BILOXI
342,FARMERS STATE BANK,VICTOR
352,BANK OF BAKER,BAKER
363,FIRST MONTANA BANK INC,MISSOULA
384,OHIO VALLEY BANK CO,GALLIPOLIS
389,PEOPLES BANK,GAMBIER
399,FIRST SUMMIT BANK,RYAN
402,SOONER STATE BANK,TUTTLE
404,FARMERS STATE BANK,QUINTON
406,CLEO STATE BANK,CLEO SPRINGS
414,STOCK EXCHANGE BANK,WOODWARD
418,HIGH PLAINS BANK,OKEENE
420,BANK OF VICI,VICI
421,SECURITY STATE BANK,CHEYENNE
428,AMERICAN EXCHANGE BANK,HENRYETTA
432,SECURITY FIRST NB OF HUGO,HUGO
444,PS BANK,WYALUSING
445,MERCER COUNTY STATE BANK,SANDY LAKE
485,SECURITY BANK MIDWEST,TYNDALL
492,WESTERN DAKOTA BANK,TIMBER LAKE
496,BANKSTAR FINANCIAL,ELKTON
501,FARMERS&MERCHANTS STATE BANK,PLANKINTON
505,GREAT PLAINS BANK,EUREKA
526,FARMERS STATE BANK,PINE BLUFFS
529,CENTRAL BANK&TRUST,LANDER
588,MANUFACTURERS&TRADERS TR CO,BUFFALO
597,CHEMUNG CANAL TRUST CO,ELMIRA
609,TOMPKINS COMMUNITY BANK,ITHACA
618,BANK OF MILLBROOK,MILLBROOK
622,AMALGAMATED BANK,NEW YORK
623,DEUTSCHE BANK TR CO AMERICAS,NEW YORK
628,JPMORGAN CHASE BANK NA,COLUMBUS
639,BANK OF NEW YORK MELLON,NEW YORK
659,FIVE STAR BANK,WARSAW
660,ADIRONDACK TRUST CO,SARATOGA SPRINGS
686,JOURNEY BANK,BLOOMSBURG
698,WAYNE BANK,HONESDALE
713,ORRSTOWN BANK,HARRISBURG
737,APPLE CREEK BANKING CO,APPLE CREEK
763,MINSTER BANK,MINSTER
769,FARMERS BANK&SAVINGS CO,POMEROY
803,WESBANCO BANK INC,WHEELING
823,CITIZENS BANK&TRUST CO,BLACKSTONE
845,BANK OF ROMNEY,ROMNEY
847,PLEASANTS COUNTY BANK,SAINT MARYS
855,MERCHANTS&FARMERS BK GREENE,EUTAW
861,STATE BANK&TRUST,WINFIELD
872,STATE BANK OF COCHRAN,COCHRAN
873,SYNOVUS BANK,COLUMBUS
876,BANK OF DAWSON,DAWSON
877,MAGNOLIA STATE BANK,EASTMAN
879,FARMERS STATE BANK,LINCOLNTON
889,GEORGIA FIRST BANK,SOPERTON
893,CITIZENS BANK,CARTHAGE
898,BANK OF FOREST,FOREST
899,GERBER STATE BANK,ARGENTA
902,BYRON BANK,BYRON
903,AMALGAMATED BANK OF CHICAGO,CHICAGO
913,NORTHERN TRUST CO,CHICAGO
925,STATE BANK OF GENEVA,GENEVA
926,PEOPLES NB OF KEWANEE,KEWANEE
931,CITIZENS STB OF MILFORD,MILFORD
950,IOWA STATE BANK,ALGONA
951,CHEROKEE STATE BANK,CHEROKEE
953,BANKERS TRUST CO,DES MOINES
954,FNB BANK,FONTANELLE
955,CONNECTION BANK,FORT MADISON
956,GLENWOOD STATE BANK,GLENWOOD
958,UNITED BANK OF IOWA,IDA GROVE
963,HOME TRUST&SAVINGS BANK,OSAGE
966,HOME STATE BANK,ROYAL
968,SECURITY TRUST&SAVINGS BANK,STORM LAKE
969,TEMPLETON SAVINGS BANK,TEMPLETON
976,BLISSFIELD STATE BANK,BLISSFIELD
977,TRI-COUNTY BANK,BROWN CITY
982,EASTERN MICHIGAN BANK,CROSWELL
983,COMERICA BANK,DALLAS
999,G W JONES EXCHANGE BANK,MARCELLUS
1005,ISABELLA BANK,MOUNT PLEASANT
1008,BANK MICHIGAN,BROOKLYN
1014,CHOICEONE BANK,SPARTA
1022,CLARE BANK NATIONAL ASSN,PLATTEVILLE
1027,FARMERS BANK&TRUST CO,BLYTHEVILLE
1028,FBT BANK&MORTGAGE,FORDYCE
1040,MIDLAND STATES BANK,EFFINGHAM
1047,BANK&TRUST CO,LITCHFIELD
1049,FIRST NB OF STEELEVILLE,STEELEVILLE
1058,MIDWEST BANKCENTRE,LEMAY
1060,WOOD&HUSTON BANK,MARSHALL
1068,CASS COMMERCIAL BANK,DES PERES
1073,LINDELL BANK&TRUST CO,ST. LOUIS
1086,BANK OF VERSAILLES,VERSAILLES
1090,UPPER PENINSULA STATE BANK,ESCANABA
1092,BAYBANK,GLADSTONE
1095,CENTRAL SAVINGS BANK,SAULT SAINTE MAR
1098,ROOT RIVER STATE BANK,CHATFIELD
1100,PEOPLES STB OF PLAINVIEW,PLAINVIEW
1105,FIRST INTERSTATE BANK,BILLINGS
1117,AMERICAN BANK&TRUST,SIOUX FALLS
1118,CITIZENS STB OF ARLINGTON,ARLINGTON
1122,FIRST FIDELITY BANK,BURKE
1125,MERCHANTS STATE BANK,FREEMAN
1141,COLORADO B&T CO OF LA JUNTA,LA JUNTA
1147,PEOPLES BANK,PRATT
1150,FIDELITY STATE BANK&TRUST CO,TOPEKA
1163,WAHOO STATE BANK,WAHOO
1164,CITIZENS BANK,FARMINGTON
1165,FIRST BANK OF OKARCHE,OKARCHE
1167,UINTA BANK,MOUNTAIN VIEW
1169,SUNDANCE STATE BANK,SUNDANCE
1184,BANK&TRUST SSB,DEL RIO
1198,ARROWHEAD BANK,LLANO
1208,GUARANTY BANK&TRUST N A,MOUNT PLEASANT
1209,COMMERCIAL BANK OF TEXAS NA,NACOGDOCHES
1210,VISTA BANK,DALLAS
1213,CORNERSTONE CAPITAL BANK SSB,HOUSTON
1218,FIRST STATE BANK,SPEARMAN
1219,WELLINGTON STATE BANK,WELLINGTON
1225,FARMERS&MERCHANTS BK LONG BE,LONG BEACH
1237,IRELAND BANK,MALAD CITY
1265,CASHMERE VALLEY BANK,CASHMERE
1281,WASHINGTON TRUST BANK,SPOKANE
1291,FARMERS BANK&TRUST CO,MAGNOLIA
1294,FNBC BANK,ASH FLAT
1296,FARMERS BANK,GREENWOOD
1299,EVOLVE BANK&TRUST,WEST MEMPHIS
1331,FARMERS&MERCHANTS BK CNTL CA,LODI
1365,PEOPLES BANK&TRUST CO,MCPHERSON
1373,BOM BANK,NATCHITOCHES
1374,BANK OF COMMERCE,WHITE CASTLE
1376,CITIZENS BANK&TRUST CO,PLAQUEMINE
1380,FELICIANA BANK&TRUST CO,CLINTON
1391,ARLINGTON STATE BANK,ARLINGTON
1399,FRANDSEN BANK&TRUST,LONSDALE
1402,CITIZENS ALLIANCE BANK,CLARA CITY
1409,KENSINGTON BANK,KENSINGTON
1413,PERENNIAL BANK,DARWIN
1415,NORTHWOODS BANK OF MINNESOTA,PARK RAPIDS
1417,WOODLANDS NATIONAL BANK,HINCKLEY
1418,BANK OF WESTON,WESTON
1426,FOCUS BANK,CHARLESTON
1427,UNITED SECURITY BANK,FULTON
1434,TOWN&COUNTRY BANK,RAVENNA
1435,EXCHANGE BANK,KEARNEY
1438,COUNTRYSIDE BANK,UNADILLA
1439,AMERICAN INTERSTATE BANK,ELKHORN
1464,BANK OF HOLLAND,HOLLAND
1468,BANK OF CROCKETT,BELLS
1475,PEOPLES BANK&TRUST CO,MANCHESTER
1484,BANK OF FRANKEWING,FRANKEWING
1487,FIRST FARMERS&MERCHANTS BANK,COLUMBIA
1497,SECURITY STATE BANK,PEARSALL
1513,CITIZENS STB OF LA CROSSE,LA CROSSE
1527,DIAMOND BANK,MURFREESBORO
1528,SOUTHERN BCORP BANK,ARKADELPHIA
1536,BANK OF STOCKTON,STOCKTON
1545,FIRST NB AMES IOWA,AMES
1547,IOWA TRUST&SAVINGS BANK,CENTERVILLE
1550,CENTRAL STATE BANK,CORALVILLE
1552,CBI BANK&TRUST,MUSCATINE
1553,SHELBY COUNTY STATE BANK,HARLAN
1556,TWIN CEDARS BANK,BUSSEY
1562,PEOPLES BANK,LEBANON
1566,PEOPLES BANK,TAYLORSVILLE
1596,COMERICA B&T NA,ANN ARBOR
1600,FIRST FARMERS&MERCHANTS STB,BROWNSDALE
1604,SECURITY BANK USA,BEMIDJI
1607,BANK OF ELK RIVER,ELK RIVER
1609,FIRST STATE BANK OF WYOMING,WYOMING
1610,STATE BANK OF FARIBAULT,FARIBAULT
1611,CARROLL CNTY TR CARROLLTON M,CARROLLTON
1612,SHERWOOD COMMUNITY BANK,CREIGHTON
1616,EXCHANGE BANK OF MISSOURI,FAYETTE
1617,BANK OF MISSOURI,PERRYVILLE
1622,FIRST SECURITY BANK,UNION STAR
1639,FCNB BANK,STEELVILLE
1654,OZARK BANK,OZARK
1655,BANK OF OLD MONROE,OLD MONROE
1660,FARMERS&MERCHANTS BANK OF SC,HOLLY HILL
1673,1ST FINANCIAL BANK USA,DAKOTA DUNES
1675,RICHLAND STATE BANK,BRUCE
1678,PLAINS COMMERCE BANK,SIOUX FALLS
1686,FARMERS STATE BANK,PARKSTON
1687,COMMUNITY BANK,AVON
1693,UBANK,JELLICO
1696,FARMERS BANK,PORTLAND
1700,FIRST CENTURY BANK,TAZEWELL
1705,MOUNTAIN VALLEY BANK,DUNLAP
1711,CITIZENS BANK OF LAFAYETTE,LAFAYETTE
1713,BANK OF PERRY COUNTY,LOBELVILLE
1715,CITIZENS 1ST BANK,TYLER
1720,WESTERN BANK,LUBBOCK
1730,PEOPLES BANK OF GREENSBORO,GREENSBORO
1735,FARMERS&MERCHANTS BANK,PIEDMONT
1745,FARMERS&MERCHANTS BANK,WATERLOO
1753,UNION BANK&TRUST CO,MONTICELLO
1756,CENTRAL BANK,LITTLE ROCK
1768,MECHANICS BANK,WALNUT CREEK
1778,STATE BANK,LA JUNTA
1779,CITIZENS STATE BANK OF OURAY,OURAY
1780,FARMERS STATE BANK OF CALHAN,CALHAN
1781,FIRST STB SHANNON-POLO,SHANNON
1786,LONGVIEW BANK,OGDEN
1808,BETTER BANKS,PEORIA
1821,FOWLER STATE BANK,FOWLER
1829,FAIRMOUNT STATE BANK,FAIRMOUNT
1833,STATE BANK,BROWNSBURG
1839,COMMUNITY STATE BANK,ROYAL CENTER
1843,FARMERS&MERCHANTS BANK,BOSWELL
1847,BIPPUS STATE BANK,HUNTINGTON
1849,WAYNE BANK&TRUST CO,RICHMOND
1852,FIRST SECURITY BANK&TRUST CO,CHARLES CITY
1857,WAUKON STATE BANK,WAUKON
1860,MONTEZUMA STATE BANK,MONTEZUMA
1865,KANSAS STB OVERBROOK KANSAS,OVERBROOK
1867,FARMERS STB OF OAKLEY KANSAS,OAKLEY
1868,BANK OF TESCOTT,TESCOTT
1869,UNION STATE BANK,ARKANSAS CITY
1874,BANK OF LABOR,LENEXA
1895,FARMERS&MERCHANTS BANK,UPPERCO
1900,FIRST INDEPENDENT BANK,RUSSELL
1903,ST CLAIR STATE BANK INC,SAINT CLAIR
1905,PROFINIUM INC,TRUMAN
1906,TRIUMPH STATE BANK,TRIMONT
1908,WANDA STATE BANK,WANDA
1913,CASTLE ROCK BANK,CASTLE ROCK
1929,FARMERS STB OF TRIMONT,TRIMONT
1931,NEW MARKET BANK,ELKO NEW MARKET
1933,CITIZENS STB NORWOOD YOUNG A,NORWOOD YOUNG AM
1936,COMMUNITY STB OF MISSOURI,BOWLING GREEN
1937,BANK OF CROCKER,WAYNESVILLE
1941,TIPTON LATHAM BANK NA,TIPTON
1945,METZ BANKING CO,NEVADA
1946,ALLIANT BANK,MADISON
1956,CITIZENS BANK OF ELDON,ELDON
1964,LAMAR BANK&TRUST CO,LAMAR
1972,CITIZENS BANK&TRUST CO,BIG TIMBER
1978,YELLOWSTONE BANK,LAUREL
1980,VALLEY BANK OF KALISPELL,KALISPELL
1982,FIRST STATE BANK OF MALTA,MALTA
1983,WESTERN NEBRASKA BANK,CURTIS
1986,COMMERCIAL STATE BANK,REPUBLICAN CITY
1992,PATHWAY BANK,CAIRO
1993,CERESCOBANK,CERESCO
2036,FARMERS&MERCHANTS BANK,GRANITE QUARRY
2057,STATE BANK&TRUST OF KENMARE,KENMARE
2068,FAHEY BANKING CO,MARION
2093,NATIONAL CAPITAL BANK OF WA,WASHINGTON
2102,CONWAY NATIONAL BANK,CONWAY
2107,FIRST NB OF SOUTH CAROLINA,HOLLY HILL
2138,QUEENSBOROUGH NB&T CO,LOUISVILLE
2145,BANK OF MONTICELLO,MONTICELLO
2154,GEO D WARTHEN BANK,SANDERSVILLE
2157,FIRST STB OF RANDOLPH COUNTY,CUTHBERT
2160,FIRST NB OF WAYNESBORO,WAYNESBORO
2205,BANK OF THE ROCKIES,HELENA
2208,FIRST NORTHERN BANK OF WY,BUFFALO
2224,BANK OF BRIDGER NA,BRIDGER
2228,RNB STATE BANK,RAWLINS
2229,RSNB BANK,ROCK SPRINGS
2232,PINNACLE BANK WYOMING,CODY
2240,FIRST AMERICAN BANK,ARTESIA
2241,CNB BANK,CARLSBAD
2244,JAMES POLK STONE CMTY BANK,PORTALES
2247,BANK OF THE SOUTHWEST,ROSWELL
2249,WESTERN BANK,LORDSBURG
2270,ZIONS BCORP N A,SALT LAKE CITY
2273,FIRST NATIONAL BANK OF ELY,ELY
2284,NORTH VALLEY BANK,ZANESVILLE
2285,GENOA BANKING CO,GENOA
2286,BUCKEYE STATE BANK,POWELL
2290,FARMERS SAVINGS BANK,SPENCER
2300,BANK OF MAGNOLIA CO,MAGNOLIA
2301,FIRST STATE BANK,BOISE CITY
2308,WASHITA VALLEY BANK,FORT COBB
2315,ARMSTRONG BANK,MUSKOGEE
2317,METHOD BANK,WYANDOTTE
2320,CARSON COMMUNITY BANK,STILWELL
2326,AVB BANK,BROKEN ARROW
2327,LOCAL BANK,HULBERT
2328,AMERICAN EXC BK LINDSAY OK,LINDSAY
2331,PEOPLES BANK&TRUST CO,RYAN
2359,MAUCH CHUNK TRUST CO,JIM THORPE
2379,BANK OF GLEASON,GLEASON
2380,CARROLL BANK&TRUST,HUNTINGDON
2391,SECURITY BANK,NEWBERN
2443,CLEAR MOUNTAIN BANK,BRUCETON MILLS
2444,CLAY COUNTY BANK INC,CLAY
2448,PIONEER COMMUNITY BANK INC,IAEGER
2452,WEST UNION BANK,WEST UNION
2453,DAVIS TRUST CO,ELKINS
2455,BANK OF BRODHEAD,BRODHEAD
2467,CITIZENS STATE BANK,CADOTT
2468,NORTHWESTERN BANK,CHIPPEWA FALLS
2469,BADGER BANK,FORT ATKINSON
2477,BANK OF DEERFIELD,DEERFIELD
2482,NEKOOSA PORT EDWARDS STB,NEKOOSA
2496,NATIONAL IRON BANK,SALISBURY
2608,NATIONAL GRAND BK MARBLEHEAD,MARBLEHEAD
2616,MILLBURY NATIONAL BANK,MILLBURY
2682,FIRST NB OF BROOKSVILLE,BROOKSVILLE
2691,CUMBERLAND VALLEY NB&T CO,LONDON
2695,FIRST NB OF GRAYSON,GRAYSON
2700,FIRST SOUTHERN NATIONAL BANK,LANCASTER
2708,FIRST NB OF MANCHESTER,MANCHESTER
2710,FIRST STB OF THE SE INC,MIDDLESBORO
2711,TRADITIONAL BANK INC,MOUNT STERLING
2718,CITIZENS BANK OF KY INC,PAINTSVILLE
2720,COMMUNITY TRUST BANK INC,PIKEVILLE
2723,SALYERSVILLE NATIONAL BANK,SALYERSVILLE
2725,CITIZENS NB OF SOMERSET,SOMERSET
2733,BANK OF BUFFALO,BUFFALO
2735,FIRST NB OF KENTUCKY,CARROLLTON
2738,FIRST&FARMERS NB INC,SOMERSET
2740,FARMERS NB OF DANVILLE,DANVILLE
2750,LINCOLN NB OF HODGENVILLE,HODGENVILLE
2753,CITIZENS B&T OF LEBANON INC,LEBANON
2754,FARMERS NB OF LEBANON,LEBANON
2759,FNB BANK INC,MAYFIELD
2765,FARMERS BANK&TRUST CO,PRINCETON
2767,FIRST NB OF RUSSELL SPRINGS,RUSSELL SPRINGS
2777,MIDSOUTH BANK,DOTHAN
2779,FIRST NATIONAL BANK&TRUST,ATMORE
2784,FIRST BANK OF BOAZ,BOAZ
2787,COMMUNITY NEIGHBOR BANK,CAMDEN
2794,DOZIER BANK,DOZIER
2804,FIRST NB OF HARTFORD,HARTFORD
2805,HNB FIRST BANK,HEADLAND
2828,FRIEND BANK,SLOCOMB
2829,FIRST SOUTHERN STATE BANK,STEVENSON
2832,FIRST BANK OF ALABAMA,TALLADEGA
2838,AMERIFIRST BANK,MONTGOMERY
2850,FARMERS BANK,BUHL
2945,STATE BANK NORTHWEST,SPOKANE VALLEY
2987,BAKER-BOYER NATIONAL BANK,WALLA WALLA
3017,HIGH PLAINS BANK,FLAGLER
3018,FIRST NB OF FLEMING,FLEMING
3019,ROCKY MOUNTAIN BANK&TRUST,FLORENCE
3029,FIRST NATIONAL BANK OF HUGO,HUGO
3031,POINTS WEST COMMUNITY BANK,WINDSOR
3034,FIRST NATIONAL BANK COLORADO,LAS ANIMAS
3063,FIRST PIONEER NATIONAL BANK,WRAY
3066,FIRST FINANCIAL BANK,ABILENE
3067,CLEAR FORK BANK NA,ALBANY
3075,FIRST NB OF ANDERSON,ANDERSON
3078,FIRST NATIONAL BANK OF ANSON,ANSON
3079,FIRST NB OF ASPERMONT,ASPERMONT
3087,FIRST NB OF BALLINGER,BALLINGER
3091,FIRST NB OF BASTROP,BASTROP
3098,CENDERA BANK NATIONAL ASSN,BELLS
3099,FIRST NB OF BELLVILLE,BELLVILLE
3103,STATE NB OF BIG SPRING,BIG SPRING
3108,LEGEND BANK N A,BOWIE
3109,BRADY NATIONAL BANK,BRADY
3110,COMMERCIAL NB OF BRADY,BRADY
3113,BRENHAM NATIONAL BANK,BRENHAM
3121,FIRST BANK,BURKBURNETT
3126,CLASSIC BANK NATIONAL ASSN,CAMERON
3127,CITIZENS NATIONAL BANK,CAMERON
3133,FIRST BANK OF CELESTE,CELESTE
3140,CITIZENS BANK,AMARILLO
3144,CITY NB OF COLORADO CITY,COLORADO CITY
3149,FIRST NB IN COOPER,COOPER
3158,CITIZENS NB OF CROSBYTON,CROSBYTON
3161,TEXAS HERITAGE NATIONAL BANK,DAINGERFIELD
3170,FARMERS&MERCHANTS BANK,DE LEON
3178,BANK OF HOUSTON,HOUSTON
3179,FIRST NB OF EAGLE LAKE,EAGLE LAKE
3182,MAPLEMARK BANK,DALLAS
3183,NEWFIRST NATIONAL BANK,EL CAMPO
3184,FIRST NB OF ELDORADO,ELDORADO
3190,FIRST NATIONAL BANK OF EVANT,EVANT
3193,FALLS CITY NATIONAL BANK,FALLS CITY
3195,FAYETTEVILLE BANK,FAYETTEVILLE
3197,FIRST TEXAS NATIONAL BANK,FLOYDADA
3206,TEXAS GULF BANK NA,HOUSTON
3210,MOODY NATIONAL BANK,GALVESTON
3217,FIRST NB OF GIDDINGS,GIDDINGS
3218,FIRST NB OF EAST TEXAS,GILMER
3219,GILMER NB GILMER TEXAS,GILMER
3225,TITAN BANK N A,MINERAL WELLS
3226,CIERA BANK,GRAHAM
3228,FIRST NB OF GRANBURY,GRANBURY
3230,GRANDVIEW BANK,GRANDVIEW
3232,GRANGER NATIONAL BANK,GRANGER
3237,STATE NATIONAL BANK,GROOM
3248,FIRST NB OF HEBBRONVILLE,HEBBRONVILLE
3250,VERABANK NATIONAL ASSN,HENDERSON
3255,CITIZENS NB OF HILLSBORO,HILLSBORO
3256,HORIZON BANK SSB,AUSTIN
3268,FIRST NB OF HUGHES SPRINGS,HUGHES SPRINGS
3269,FIRST NB OF HUNTSVILLE,HUNTSVILLE
3275,JACKSBORO NATIONAL BANK,JACKSBORO
3276,AUSTIN BANK TEXAS NA,JACKSONVILLE
3279,KARNES CNTY NB OF KARNES CTY,KARNES CITY
3285,FIRST NATIONAL BANK TEXAS,KILLEEN
3286,KLEBERG BANK N A,KINGSVILLE
3289,NATIONAL BANK&TRUST,LA GRANGE
3292,LAMESA NATIONAL BANK,LAMESA
3293,FIRST TEXAS BANK,LAMPASAS
3301,FIRST LIBERTY BANK,LIBERTY
3302,TEXANA BANK NATIONAL ASSN,LINDEN
3303,FIRST NATIONAL BANK OF LIPAN,LIPAN
3305,FIRST NB OF LIVINGSTON,LIVINGSTON
3320,BIG BEND BANKS N A,MARFA
3325,FIRST NB OF CENTRAL TEXAS,WACO
3327,MASON BANK,MASON
3330,FIRST NB OF MCGREGOR,MC GREGOR
3335,FIRST BANK&TRUST OF MEMPHIS,MEMPHIS
3336,MENARD BANK,MENARD
3337,TEXAS NATIONAL BANK,MERCEDES
3339,FIRST NB OF MERTZON,MERTZON
3342,INCOMMONS BANK N A,MEXIA
3351,FIRST NATIONAL BANK OF MOODY,MOODY
3368,NORMANGEE STATE BANK,NORMANGEE
3376,OZONA BANK,OZONA
3384,LIBERTY NB IN PARIS,PARIS
3387,FIRSTBANK SOUTHWEST,AMARILLO
3388,PERRYTON NATIONAL BANK,PERRYTON
3389,POINTBANK,PILOT POINT
3399,FIRST CAPITAL BANK,QUANAH
3400,TEXAS REPUBLIC BANK NA,FRISCO
3401,FIRST NB OF QUITAQUE,QUITAQUE
3405,VANTAGE BANK TEXAS,SAN ANTONIO
3430,WESTAMERICA BANK,SAN RAFAEL
3440,FIRST NORTHERN BANK OF DIXON,DIXON
3510,BANK OF AMERICA NA,CHARLOTTE
3511,WELLS FARGO BANK NA,SIOUX FALLS
3579,FIRST NB OF MOUNT DORA,MOUNT DORA
3599,FIRST NB OF ARENZVILLE,ARENZVILLE
3600,FIRST NB OF ASSUMPTION,ASSUMPTION
3601,ATLANTA NATIONAL BANK,ATLANTA
3603,OLD SECOND NATIONAL BANK,AURORA
3612,MIDAMERICA NATIONAL BANK,CANTON
3614,CASEY STATE BANK,CASEY
3639,FIRST NATIONAL BANK&TRUST CO,CLINTON
3657,FIRST AMERICAN BANK,ELK GROVE VILLAG
3661,UNION NB&T CO OF ELGIN,ELGIN
3664,INB NATIONAL ASSN,SPRINGFIELD
3674,GRAND RIDGE NATIONAL BANK,WHEATON
3677,HAVANA NATIONAL BANK,HAVANA
3688,FIRST NATIONAL BANK OF LACON,LACON
3691,HOMETOWN NATIONAL BANK,LA SALLE
3693,LEMONT NATIONAL BANK,LEMONT
3698,FIRST SECURITY BANK,MACKINAW
3701,RESOURCE BANK NATIONAL ASSN,DEKALB
3702,FIRST BANK OF MANHATTAN,MANHATTAN
3705,FIRST MID B&T NA,MATTOON
3711,MIDWEST BANK,MONMOUTH
3713,GRUNDY BANK,MORRIS
3719,AMERICAN COMMERCIAL B&T NA,OTTAWA
3720,FIRST NATIONAL BANK OF PANA,PANA
3722,PROSPECT BANK,PARIS
3732,FARMERS NATIONAL BANK,PROPHETSTOWN
3745,FIRST CMTY BK MOULTRIE CNTY,SULLIVAN
3747,FIRST NEIGHBOR BANK NA,TOLEDO
3749,FIRST NB IN TREMONT,TREMONT
3759,ANNA JONESBORO NATIONAL BANK,ANNA
3761,FIRST NATIONAL BANK OF AVA,AVA
3762,GREAT RIVERS BANK,BARRY
3770,FIRST NB OF BROWNSTOWN,BROWNSTOWN
3775,CNB BANK&TRUST N A,CARLINVILLE
3777,FIRST NATIONAL BANK OF CARMI,CARMI
3787,DIETERICH BANK,EFFINGHAM
3792,FAIRFIELD NATIONAL BANK,FAIRFIELD
3799,BRADFORD NB OF GREENVILLE,GREENVILLE
3805,KINMUNDY BANK,KINMUNDY
3807,FIRST NB OF LITCHFIELD,LITCHFIELD
3808,LITCHFIELD NATIONAL BANK,LITCHFIELD
3809,PEOPLES NATIONAL BANK N A,MOUNT VERNON
3814,CITY NB OF METROPOLIS,METROPOLIS
3818,FIRST B&T CO OF MURPHYSBORO,MURPHYSBORO
3821,FARMERS&MERCHANTS NB NASHVIL,NASHVILLE
3826,FIRST NB OF OKAWVILLE,OKAWVILLE
3827,OLD EXCHANGE NB OF OKAWVILLE,OKAWVILLE
3830,FIRST NB OF RAYMOND,RAYMOND
3832,OLD NATIONAL BANK,EVANSVILLE
3834,MIDWEST NATIONAL BANK,SANDOVAL
3837,FIRST NB OF SPARTA,SPARTA
3840,FNB COMMUNITY BANK,VANDALIA
3842,FIRST NB OF WATERLOO,WATERLOO
3846,COMMUNITY 1ST BK HEARTLAND,MOUNT VERNON
3850,FIRST CMTY BANK XENIA-FLORA,XENIA
3854,BANK OF 1889,BERRYVILLE
3863,FIRST NB OF EASTERN ARKANSAS,FORREST CITY
3864,FIRST NB OF FORT SMITH,FORT SMITH
3869,ANSTAFF BANK,GREEN FOREST
3873,EAGLE BANK&TRUST CO,LITTLE ROCK
3887,FIRST NATIONAL BANK,PARAGOULD
3890,SIMMONS BANK,PINE BLUFF
